country,temp
India,35.41325
Indonesia,36.467
Iran,30.541000000000004
Iraq,34.2405
Ireland,19.97475
Isle Of Man,19.230375000000002
Israel,31.222375
Italy,24.165
Jamaica,37.12533333333333
Japan,22.96475
Jersey,20.803624999999997
Jordan,31.319125
Kazakhstan,18.93725
Kenya,34.93525
Kingman Reef,37.843875
Kiribati,37.551375
Kuwait,37.273375
Kyrgyzstan,16.263125
Laos,35.38525
Latvia,17.322375
Lebanon,29.178250000000002
Lesotho,23.773625000000003
Liberia,36.314
Libya,34.314
Liechtenstein,16.002375
Lithuania,17.804
Luxembourg,19.90025
Macau,33.473
Macedonia,23.260125000000002
Madagascar,32.9595
Malawi,31.269374999999997
Malaysia,36.9735
Mali,39.94199999999999
Malta,29.437375000000003
Martinique,36.922125
Mauritania,39.11
Mauritius,34.312375
Mayotte,37.13175
Mexico,32.21922222222223
Moldova,21.9605
Monaco,20.417
Mongolia,12.80775
Montenegro,22.870375
Montserrat,37.21325
Morocco,29.30525
Mozambique,33.488
Namibia,31.265875
Nepal,25.95125
Netherlands (Europe),19.4525
Netherlands,19.8565
New Caledonia,33.382375
New Zealand,21.0885
Nicaragua,36.87155555555556
Niger,39.231375
Nigeria,38.005875
Niue,36.0475
North America,15.073888888888888
North Korea,18.491500000000002
Northern Mariana Islands,37.658875
Norway,11.735375
Oceania,31.990750000000006
Oman,38.194375
Pakistan,32.320875
Palau,37.820375000000006
Palestina,34.092125
Palmyra Atoll,37.879875000000006
Panama,37.2175
Papua New Guinea,35.069125
Paraguay,32.81775
Peru,29.976250000000004
Philippines,37.41675000000001
Poland,19.257875
Portugal,25.88925
Puerto Rico,36.28322222222222
Qatar,38.573750000000004
Reunion,34.269125
Romania,21.6455
Russia,7.736874999999999
Rwanda,30.103874999999995
Saint Barthélemy,37.363
Saint Kitts And Nevis,36.66575
Saint Lucia,37.465500000000006
Saint Martin,37.363
Saint Pierre And Miquelon,16.924444444444443
Saint Vincent And The Grenadines,37.636375
Samoa,37.176500000000004
San Marino,25.115624999999998
Sao Tome And Principe,36.5325
Saudi Arabia,37.74074999999999
Senegal,39.301500000000004
Serbia,22.843625
Seychelles,37.45162500000001
Sierra Leone,36.948
Singapore,37.602875
Sint Maarten,37.363
Slovakia,19.685624999999998
Slovenia,21.74475
Solomon Islands,37.21025
Somalia,37.975625
South Africa,27.325374999999998
South America,32.205375000000004
South Georgia And The South Sandwich Isla,12.228625000000001
South Korea,23.7605
Spain,24.858875
Sri Lanka,38.175124999999994
Sudan,38.572
Suriname,36.95725
Svalbard And Jan Mayen,4.618
Swaziland,28.958250000000003
Sweden,14.199750000000002
Switzerland,18.177500000000002
Syria,30.021124999999998
Taiwan,33.015
Tajikistan,16.562624999999997
Tanzania,32.77275
Thailand,37.864875
Timor Leste,36.3125
Togo,37.718
Tonga,34.285875000000004
Trinidad And Tobago,37.086625
Tunisia,31.887125
Turkey,24.026625
Turkmenistan,28.6135
Turks And Caicas Islands,37.440555555555555
Uganda,34.024625
Ukraine,20.9135
United Arab Emirates,39.370625000000004
United Kingdom (Europe),19.108249999999998
United Kingdom,18.997500000000002
United States,21.297111111111114
Uruguay,26.754374999999996
Uzbekistan,26.18825
Venezuela,35.912875
Vietnam,35.232125
Virgin Islands,37.31233333333333
Western Sahara,33.744249999999994
Yemen,38.12975
Zambia,31.195999999999998
Zimbabwe,30.710750000000004
